
--- Run started at 2025-11-19T14:26:13.682776 ---

Searching for PRY files in: C:\Users\Max\Github\proigia_definition
First 100 chars: {# LET OP! Bij wijzigingen in dit rapport moet mogelijk ook GPRI: BiaB aangepast worden. #}
WITH med
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_codex_astma\gpri_codex_astma_medicatie_post.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_codex_astma\gpri_codex_astma_contact_na_ex_uniek_3jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {#  LET OP: bij aanpassingen ook het rapport "Doorleveren data GPRI: COPD comorbidities" aanpassen #
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_astma.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_pneumonie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_osteoporose.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_dm.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_bronchiectasieen.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_tuberculose.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_vermind_nierfunctie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_prostaat.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_ritmestoornissen.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_glaucoom_ics.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_pl_glaucoom_lama.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_ind.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_atc_codes #}
WITH atc_codes AS (
  SELECT
    atc
  FROM (VALUES
    ('R03A'),

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_atc_codes.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_medicatie_filter #} {# Afwijking: toevoeging atc_omschrijving #} {# Afwijking 2
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_medicatie_filter.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_medicatie #} {# Afwijking: toevoeging atc_omschrijving #} {# WARNING: crosstab(
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_medicatie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_medicatie_s01e.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_comorbidities\gpri_copd_comorbidities_bepalingen.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_tracker\gpri_copd_tracker_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_tracker\gpri_copd_tracker_pl.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_tracker\gpri_copd_tracker_pl_geen_copd.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_atc_codes #}
WITH atc_codes AS (
  SELECT
    atc
  FROM (VALUES
    ('H02AB06'
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_tracker\gpri_copd_tracker_atc_codes.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_medicatie_filter #} {# Afwijking: toevoeging atc_omschrijving #}
SELECT
  patie
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_tracker\gpri_copd_tracker_medicatie_filter.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_medicatie #} {# Afwijking: toevoeging atc_omschrijving #} {# WARNING: crosstab(
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_copd_tracker\gpri_copd_tracker_medicatie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_pl_gr1.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_pl_gr2.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_pl_gr3.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_pl_gr4.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_pl_gr5.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_vaccin_pfi_mod.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_gevaccineerd.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_covid-19_vaccin_onderzoek\gpri_covid_19_vaccin_onderzoek_pcr_test.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_pl.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
WITH RECUR
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_peildatum_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
WITH pre_e
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_episode_filter_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {#  LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
WITH nhgn
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_meetwaarden_filter_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
CREATE VIE
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_journaal_filter_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {#  LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
WITH icpc
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_contact_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
SELECT
  p
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_contact_filter_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
SELECT
  p
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_mw_filter_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #}
SELECT
  p
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_medicatie_filter_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP! Bij wijzigingen in dit rapport moeten mogelijk ook GPRI: CodeX en BiaB aangepast worden. 
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_algoritme_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #} {# LET OP!
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_algoritme_uniek_2jr.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# LET OP: alle algoritme views zijn een kopie van CodeX 3jr. Verschil is 2jr vs. 3jr. #} {# LET OP!
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_algoritme_uniek_per_pt_2jr.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_crescendo\gpri_crescendo_egfr.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_ezef\gpri_ezef_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_ezef\gpri_ezef_pl_groep_1.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_ezef\gpri_ezef_pl_groep_2.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_ezef\gpri_ezef_ind_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_ezef\gpri_ezef_ind.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_ezef\gpri_ezef_icpcs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_pl_groep_1.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_pl_groep_2.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_ind_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_ind.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_taba_aq_muv_esigaret.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_cac_kh_ooit.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_eain_ka_ooit.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_hypt_kq_ooit.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_dper_pq_2jr.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_surmount\gpri_surmount_a10b.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_doorleveren_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_doorleveren_delivery.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_doorleveren_report.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_indicatoren_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_indicatoren_report.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_indicatoren_delivery.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_pl.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_pl_dm.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_pl_obesitas.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_pl_vetstofwisseling.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_pl_hypertensie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_pl_hvz.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {{ patientgegevens_peildatum() }}
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_patientengegevens.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {{ episode_filter_peildatum() }} {# Kopie van proigia_episode_filter #} {# Afwijking: peildatum #}
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_episode_filter.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_episode #} {# Afwijking: peildatum #} {# WARNING: crosstab() not supported for 
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\grpi_verborgen_nierschade_episode.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {#  Kopie van proigia_labcodes #}
{#  Afwijking: peildatum #}
SELECT
    AS
  FROM (VALUES
    (40,)
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_labcodes.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {#  Kopie van proigia_meetwaarden_filter #}
{#  Afwijking: peildatum #}
WITH nhgnr_verrijking AS
(
 
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_meetwaarden_filter.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_meetwaarden #} {# Afwijking: peildatum #} {# WARNING: crosstab() not supported 
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_meetwaarden.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_dubbele_hb #} {# Afwijking 1: peildatum #} {# Afwijking 2: enkel CVHB en DMHB #
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_dubbele_hb.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# Kopie van proigia_dubbele_deelname_kz #} {# Afwijking 1: peildatum #} {# Afwijking 2: enkel CVHB 
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_dubbele_kz.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# kopie van proigia_medicatie_filter #} {# afwijking 1: voorschrijfdatum <6mnd #} {# afwijking 2: e
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_medicatie_filter.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# WARNING: crosstab() not supported for compilation, block deleted for dbt compile #}
CREATE VIEW g
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_medicatie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_hbac.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_egfr.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_alb.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_episodelijst.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\gpri_verborgen_nierschade\gpri_verborgen_nierschade_medicatielijst.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_doorverwijzing.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_terugverwijzing.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_terug_doorverwijzing.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_verzameltabel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_indicatoren_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_indicatoren.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_ruwe_patientenlijst.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_patientenlijst.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_mogelijk_hf.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_atc_codes_ooit.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_medicatie_filter_ooit.sql

[WARNING] Query doesn't start with WITH or SELECT after removing CREATE VIEW
First 100 chars: {# WARNING: crosstab() not supported for compilation, block deleted for dbt compile #}
CREATE VIEW h
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_medicatie_ooit.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_exacerbaties.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_journaal_ecg.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen\hartfalen_journaal_echocardio.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen_-_rijn_en_duin\hartfalen_53530250_verzameltabel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen_-_rijn_en_duin\hartfalen_53530250_indic_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen_-_rijn_en_duin\hartfalen_53530250_indicatoren.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen_-_rijn_en_duin\hartfalen_53530250_patientenlijst.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\hartfalen_-_rijn_en_duin\hartfalen_53530250_patientenlijst_kort.sql

[ERROR] Failed to process hartfalen_53533295_encrypted.pry: Invalid PRY format: 'queries:' section not found
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indicatoren_53530250_verzamel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indicatoren_53530250_indic_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indicatoren_53530250_indic.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indicatoren_53530250_pl.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indic_53530250_episode.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indic_53530250_pre_medicatie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indic_53530250_mat_met_icpc.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indic_53530250_mat_zonder_icpc.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\incontinentie_-_rijn_en_duin\incontinentie_indic_53530250_verwijzing.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_verzameltabel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_patientenlijst.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_pl_toon.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_indicatoren_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_indicatoren.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_pl_ppi.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_medicatie_2.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_actuele_med.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_atc_count.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_episode.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_med_30dg.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_med_jaar.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\indicatie_voor_maagbescherming\indicatie_maagbescherming_med_dosis.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2023_indicatoren\ineen_ketenzorg_astma_volw_2023_verzameltabel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2023_indicatoren\ineen_ketenzorg_astma_volw_2023_indicatoren_abs.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2023_indicatoren\ineen_ketenzorg_astma_volw_2023_indicatoren_perc.sql

[ERROR] Failed to process ineen_ketenzorg_astma_2023_indic_encrypted.pry: Invalid PRY format: 'queries:' section not found
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2023_patientenlijst\ineen_ketenzorg_astma_volw_2023_pl_patientenlijst.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2023_patientenlijst\ineen_ketenzorg_astma_volw_2023_tussen.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2023_patientenlijst\ineen_ketenzorg_astma_volw_2023_inclusie.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2023_patientenlijst\ineen_ketenzorg_astma_volw_2023_exclusie.sql

[ERROR] Failed to process ineen_ketenzorg_astma_2023_pl_encrypted.pry: Invalid PRY format: 'queries:' section not found
[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2024_indicatoren\ineen_ketenzorg_astma_volw_2024_verzameltabel.sql

[OK] Generated: C:\Users\Max\Github\proigia_dbt\models\dm_dash_new\ineen_ketenzorg_astma_2024_indicatoren\ineen_ketenzorg_astma_volw_2024_indicatoren_abs.sql

